origin,year,month,day,hour,temp,dewp,humid,wind_dir,wind_speed,wind_gust,precip,pressure,visib,time_hour
SNA,2020,1,1,0,NA,NA,NA,290,2.30156,2.6485892167999996,NA,NA,10,2020-01-01T08:00:00Z
SNA,2020,1,1,1,NA,NA,NA,220,5.7539,6.621473041999999,NA,NA,10,2020-01-01T09:00:00Z
SNA,2020,1,1,2,NA,NA,NA,200,5.7539,6.621473041999999,NA,NA,10,2020-01-01T10:00:00Z
SNA,2020,1,1,3,NA,NA,NA,200,2.30156,2.6485892167999996,NA,NA,10,2020-01-01T11:00:00Z
SNA,2020,1,1,4,NA,NA,NA,0,0,0,NA,NA,10,2020-01-01T12:00:00Z
SNA,2020,1,1,5,NA,NA,NA,0,0,0,NA,NA,10,2020-01-01T13:00:00Z
SNA,2020,1,1,6,NA,NA,NA,10,2.30156,2.6485892167999996,NA,NA,10,2020-01-01T14:00:00Z
SNA,2020,1,1,7,NA,NA,NA,320,2.30156,2.6485892167999996,NA,NA,10,2020-01-01T15:00:00Z
SNA,2020,1,1,8,NA,NA,NA,0,0,0,NA,NA,10,2020-01-01T16:00:00Z
SNA,2020,1,1,9,NA,NA,NA,0,0,0,NA,NA,10,2020-01-01T17:00:00Z
SNA,2020,1,1,10,NA,NA,NA,0,0,0,NA,NA,10,2020-01-01T18:00:00Z
SNA,2020,1,1,11,NA,NA,NA,0,0,0,NA,NA,8,2020-01-01T19:00:00Z
SNA,2020,1,1,12,NA,NA,NA,130,2.30156,2.6485892167999996,NA,NA,10,2020-01-01T20:00:00Z
SNA,2020,1,1,13,NA,NA,NA,0,0,0,NA,NA,10,2020-01-01T21:00:00Z
SNA,2020,1,1,14,NA,NA,NA,0,0,0,NA,NA,10,2020-01-01T22:00:00Z
SNA,2020,1,1,15,NA,NA,NA,0,0,0,NA,NA,10,2020-01-01T23:00:00Z
SNA,2020,1,1,16,NA,NA,NA,0,0,0,NA,NA,10,2020-01-02T00:00:00Z
SNA,2020,1,1,17,NA,NA,NA,340,4.60312,5.297178433599999,NA,NA,10,2020-01-02T01:00:00Z
SNA,2020,1,1,18,NA,NA,NA,0,0,0,NA,NA,10,2020-01-02T02:00:00Z
SNA,2020,1,1,19,NA,NA,NA,0,0,0,NA,NA,10,2020-01-02T03:00:00Z
SNA,2020,1,1,20,NA,NA,NA,240,9.20624,10.594356867199998,NA,NA,10,2020-01-02T04:00:00Z
SNA,2020,1,1,21,NA,NA,NA,180,4.60312,5.297178433599999,NA,NA,10,2020-01-02T05:00:00Z
SNA,2020,1,1,22,NA,NA,NA,240,5.7539,6.621473041999999,NA,NA,10,2020-01-02T06:00:00Z
SNA,2020,1,1,23,NA,NA,NA,200,10.357019999999999,11.918651475599997,NA,NA,10,2020-01-02T07:00:00Z
SNA,2020,1,2,0,NA,NA,NA,220,5.7539,6.621473041999999,NA,NA,10,2020-01-02T08:00:00Z
SNA,2020,1,2,1,NA,NA,NA,200,8.05546,9.2700622588,NA,NA,10,2020-01-02T09:00:00Z
SNA,2020,1,2,2,NA,NA,NA,230,4.60312,5.297178433599999,NA,NA,10,2020-01-02T10:00:00Z
SNA,2020,1,2,3,NA,NA,NA,0,0,0,NA,NA,10,2020-01-02T11:00:00Z
SNA,2020,1,2,4,NA,NA,NA,120,4.60312,5.297178433599999,NA,NA,10,2020-01-02T12:00:00Z
SNA,2020,1,2,5,NA,NA,NA,90,4.60312,5.297178433599999,NA,NA,10,2020-01-02T13:00:00Z
SNA,2020,1,2,6,NA,NA,NA,0,0,0,NA,NA,10,2020-01-02T14:00:00Z
SNA,2020,1,2,7,NA,NA,NA,100,2.30156,2.6485892167999996,NA,NA,10,2020-01-02T15:00:00Z
SNA,2020,1,2,8,NA,NA,NA,0,0,0,NA,NA,10,2020-01-02T16:00:00Z
SNA,2020,1,2,9,NA,NA,NA,0,0,0,NA,NA,10,2020-01-02T17:00:00Z
SNA,2020,1,2,10,NA,NA,NA,0,0,0,NA,NA,10,2020-01-02T18:00:00Z
SNA,2020,1,2,11,NA,NA,NA,60,4.60312,5.297178433599999,NA,NA,10,2020-01-02T19:00:00Z
SNA,2020,1,2,12,NA,NA,NA,70,4.60312,5.297178433599999,NA,NA,10,2020-01-02T20:00:00Z
SNA,2020,1,2,13,NA,NA,NA,30,2.30156,2.6485892167999996,NA,NA,10,2020-01-02T21:00:00Z
SNA,2020,1,2,14,NA,NA,NA,0,0,0,NA,NA,10,2020-01-02T22:00:00Z
SNA,2020,1,2,15,NA,NA,NA,30,5.7539,6.621473041999999,NA,NA,10,2020-01-02T23:00:00Z
SNA,2020,1,2,16,NA,NA,NA,40,2.30156,2.6485892167999996,NA,NA,10,2020-01-03T00:00:00Z
SNA,2020,1,2,17,NA,NA,NA,60,5.7539,6.621473041999999,NA,NA,10,2020-01-03T01:00:00Z
SNA,2020,1,2,18,NA,NA,NA,0,0,0,NA,NA,10,2020-01-03T02:00:00Z
SNA,2020,1,2,19,NA,NA,NA,270,4.60312,5.297178433599999,NA,NA,10,2020-01-03T03:00:00Z
SNA,2020,1,2,20,NA,NA,NA,230,5.7539,6.621473041999999,NA,NA,10,2020-01-03T04:00:00Z
SNA,2020,1,2,21,NA,NA,NA,240,4.60312,5.297178433599999,NA,NA,10,2020-01-03T05:00:00Z
SNA,2020,1,2,22,NA,NA,NA,230,4.60312,5.297178433599999,NA,NA,10,2020-01-03T06:00:00Z
SNA,2020,1,2,23,NA,NA,NA,200,5.7539,6.621473041999999,NA,NA,10,2020-01-03T07:00:00Z
SNA,2020,1,3,0,NA,NA,NA,200,5.7539,6.621473041999999,NA,NA,10,2020-01-03T08:00:00Z
SNA,2020,1,3,1,NA,NA,NA,230,2.30156,2.6485892167999996,NA,NA,10,2020-01-03T09:00:00Z
SNA,2020,1,3,2,NA,NA,NA,0,0,0,NA,NA,10,2020-01-03T10:00:00Z
SNA,2020,1,3,3,NA,NA,NA,0,0,0,NA,NA,10,2020-01-03T11:00:00Z
SNA,2020,1,3,4,NA,NA,NA,0,0,0,NA,NA,10,2020-01-03T12:00:00Z
SNA,2020,1,3,5,NA,NA,NA,70,2.30156,2.6485892167999996,NA,NA,9,2020-01-03T13:00:00Z
SNA,2020,1,3,6,NA,NA,NA,0,0,0,NA,NA,9,2020-01-03T14:00:00Z
SNA,2020,1,3,7,NA,NA,NA,0,0,0,NA,NA,9,2020-01-03T15:00:00Z
SNA,2020,1,3,8,NA,NA,NA,0,0,0,NA,NA,9,2020-01-03T16:00:00Z
SNA,2020,1,3,9,NA,NA,NA,50,2.30156,2.6485892167999996,NA,NA,9,2020-01-03T17:00:00Z
SNA,2020,1,3,10,NA,NA,NA,0,0,0,NA,NA,9,2020-01-03T18:00:00Z
SNA,2020,1,3,11,NA,NA,NA,0,0,0,NA,NA,10,2020-01-03T19:00:00Z
SNA,2020,1,3,12,NA,NA,NA,0,0,0,NA,NA,10,2020-01-03T20:00:00Z
SNA,2020,1,3,13,NA,NA,NA,0,0,0,NA,NA,10,2020-01-03T21:00:00Z
SNA,2020,1,3,14,NA,NA,NA,0,0,0,NA,NA,10,2020-01-03T22:00:00Z
SNA,2020,1,3,15,NA,NA,NA,10,5.7539,6.621473041999999,NA,NA,10,2020-01-03T23:00:00Z
SNA,2020,1,3,16,NA,NA,NA,0,0,0,NA,NA,10,2020-01-04T00:00:00Z
SNA,2020,1,3,17,NA,NA,NA,0,0,0,NA,NA,10,2020-01-04T01:00:00Z
SNA,2020,1,3,18,NA,NA,NA,0,0,0,NA,NA,9,2020-01-04T02:00:00Z
SNA,2020,1,3,19,NA,NA,NA,220,2.30156,2.6485892167999996,NA,NA,10,2020-01-04T03:00:00Z
SNA,2020,1,3,20,NA,NA,NA,250,2.30156,2.6485892167999996,NA,NA,10,2020-01-04T04:00:00Z
SNA,2020,1,3,21,NA,NA,NA,170,4.60312,5.297178433599999,NA,NA,10,2020-01-04T05:00:00Z
SNA,2020,1,3,22,NA,NA,NA,180,4.60312,5.297178433599999,NA,NA,10,2020-01-04T06:00:00Z
SNA,2020,1,3,23,NA,NA,NA,210,2.30156,2.6485892167999996,NA,NA,10,2020-01-04T07:00:00Z
SNA,2020,1,4,0,NA,NA,NA,210,5.7539,6.621473041999999,NA,NA,10,2020-01-04T08:00:00Z
SNA,2020,1,4,1,NA,NA,NA,220,4.60312,5.297178433599999,NA,NA,10,2020-01-04T09:00:00Z
SNA,2020,1,4,2,NA,NA,NA,0,0,0,NA,NA,10,2020-01-04T10:00:00Z
SNA,2020,1,4,3,NA,NA,NA,0,0,0,NA,NA,9,2020-01-04T11:00:00Z
SNA,2020,1,4,4,NA,NA,NA,0,0,0,NA,NA,7,2020-01-04T12:00:00Z
SNA,2020,1,4,5,NA,NA,NA,100,2.30156,2.6485892167999996,NA,NA,10,2020-01-04T13:00:00Z
SNA,2020,1,4,6,NA,NA,NA,0,0,0,NA,NA,10,2020-01-04T14:00:00Z
SNA,2020,1,4,7,NA,NA,NA,0,0,0,NA,NA,10,2020-01-04T15:00:00Z
SNA,2020,1,4,8,NA,NA,NA,0,0,0,NA,NA,10,2020-01-04T16:00:00Z
SNA,2020,1,4,9,NA,NA,NA,0,0,0,NA,NA,10,2020-01-04T17:00:00Z
SNA,2020,1,4,10,NA,NA,NA,0,0,0,NA,NA,10,2020-01-04T18:00:00Z
SNA,2020,1,4,11,NA,NA,NA,0,0,0,NA,NA,10,2020-01-04T19:00:00Z
SNA,2020,1,4,12,NA,NA,NA,0,0,0,NA,NA,10,2020-01-04T20:00:00Z
SNA,2020,1,4,13,NA,NA,NA,0,0,0,NA,NA,10,2020-01-04T21:00:00Z
SNA,2020,1,4,14,NA,NA,NA,0,0,0,NA,NA,10,2020-01-04T22:00:00Z
SNA,2020,1,4,15,NA,NA,NA,0,0,0,NA,NA,10,2020-01-04T23:00:00Z
SNA,2020,1,4,16,NA,NA,NA,130,2.30156,2.6485892167999996,NA,NA,10,2020-01-05T00:00:00Z
SNA,2020,1,4,17,NA,NA,NA,0,0,0,NA,NA,9,2020-01-05T01:00:00Z
SNA,2020,1,4,18,NA,NA,NA,0,0,0,NA,NA,8,2020-01-05T02:00:00Z
SNA,2020,1,4,19,NA,NA,NA,260,4.60312,5.297178433599999,NA,NA,6,2020-01-05T03:00:00Z
SNA,2020,1,4,20,NA,NA,NA,260,2.30156,2.6485892167999996,NA,NA,8,2020-01-05T04:00:00Z
SNA,2020,1,4,21,NA,NA,NA,200,2.30156,2.6485892167999996,NA,NA,9,2020-01-05T05:00:00Z
SNA,2020,1,4,22,NA,NA,NA,220,4.60312,5.297178433599999,NA,NA,10,2020-01-05T06:00:00Z
SNA,2020,1,4,23,NA,NA,NA,240,5.7539,6.621473041999999,NA,NA,10,2020-01-05T07:00:00Z
SNA,2020,1,5,0,NA,NA,NA,210,8.05546,9.2700622588,NA,NA,9,2020-01-05T08:00:00Z
SNA,2020,1,5,1,NA,NA,NA,220,2.30156,2.6485892167999996,NA,NA,10,2020-01-05T09:00:00Z
SNA,2020,1,5,2,NA,NA,NA,240,2.30156,2.6485892167999996,NA,NA,10,2020-01-05T10:00:00Z
SNA,2020,1,5,3,NA,NA,NA,0,0,0,NA,NA,8,2020-01-05T11:00:00Z
SNA,2020,1,5,4,NA,NA,NA,0,0,0,NA,NA,8,2020-01-05T12:00:00Z
SNA,2020,1,5,5,NA,NA,NA,0,0,0,NA,NA,7,2020-01-05T13:00:00Z
SNA,2020,1,5,6,NA,NA,NA,0,0,0,NA,NA,6,2020-01-05T14:00:00Z
SNA,2020,1,5,7,NA,NA,NA,0,0,0,NA,NA,5,2020-01-05T15:00:00Z
SNA,2020,1,5,8,NA,NA,NA,0,0,0,NA,NA,6,2020-01-05T16:00:00Z
SNA,2020,1,5,9,NA,NA,NA,0,0,0,NA,NA,7,2020-01-05T17:00:00Z
SNA,2020,1,5,10,NA,NA,NA,30,2.30156,2.6485892167999996,NA,NA,7,2020-01-05T18:00:00Z
SNA,2020,1,5,11,NA,NA,NA,0,0,0,NA,NA,8,2020-01-05T19:00:00Z
SNA,2020,1,5,12,NA,NA,NA,0,0,0,NA,NA,0.24,2020-01-05T20:00:00Z
SNA,2020,1,5,13,NA,NA,NA,360,2.30156,2.6485892167999996,NA,NA,0.24,2020-01-05T21:00:00Z
SNA,2020,1,5,14,NA,NA,NA,100,2.30156,2.6485892167999996,NA,NA,0.24,2020-01-05T22:00:00Z
SNA,2020,1,5,15,NA,NA,NA,0,0,0,NA,NA,0.13,2020-01-05T23:00:00Z
SNA,2020,1,5,16,NA,NA,NA,0,0,0,NA,NA,0.24,2020-01-06T00:00:00Z
SNA,2020,1,5,17,NA,NA,NA,350,2.30156,2.6485892167999996,NA,NA,6,2020-01-06T01:00:00Z
SNA,2020,1,5,18,NA,NA,NA,220,2.30156,2.6485892167999996,NA,NA,6,2020-01-06T02:00:00Z
SNA,2020,1,5,19,NA,NA,NA,210,5.7539,6.621473041999999,NA,NA,7,2020-01-06T03:00:00Z
SNA,2020,1,5,20,NA,NA,NA,220,5.7539,6.621473041999999,NA,NA,8,2020-01-06T04:00:00Z
SNA,2020,1,5,21,NA,NA,NA,200,5.7539,6.621473041999999,NA,NA,8,2020-01-06T05:00:00Z
SNA,2020,1,5,22,NA,NA,NA,250,2.30156,2.6485892167999996,NA,NA,7,2020-01-06T06:00:00Z
SNA,2020,1,5,23,NA,NA,NA,230,5.7539,6.621473041999999,NA,NA,7,2020-01-06T07:00:00Z
SNA,2020,1,6,0,NA,NA,NA,240,5.7539,6.621473041999999,NA,NA,7,2020-01-06T08:00:00Z
SNA,2020,1,6,1,NA,NA,NA,220,4.60312,5.297178433599999,NA,NA,8,2020-01-06T09:00:00Z
SNA,2020,1,6,2,NA,NA,NA,140,2.30156,2.6485892167999996,NA,NA,8,2020-01-06T10:00:00Z
SNA,2020,1,6,3,NA,NA,NA,0,0,0,NA,NA,8,2020-01-06T11:00:00Z
SNA,2020,1,6,4,NA,NA,NA,0,0,0,NA,NA,8,2020-01-06T12:00:00Z
SNA,2020,1,6,5,NA,NA,NA,0,0,0,NA,NA,10,2020-01-06T13:00:00Z
SNA,2020,1,6,6,NA,NA,NA,0,0,0,NA,NA,8,2020-01-06T14:00:00Z
SNA,2020,1,6,7,NA,NA,NA,0,0,0,NA,NA,6,2020-01-06T15:00:00Z
SNA,2020,1,6,8,NA,NA,NA,150,2.30156,2.6485892167999996,NA,NA,6,2020-01-06T16:00:00Z
SNA,2020,1,6,9,NA,NA,NA,110,2.30156,2.6485892167999996,NA,NA,7,2020-01-06T17:00:00Z
SNA,2020,1,6,10,NA,NA,NA,0,0,0,NA,NA,10,2020-01-06T18:00:00Z
SNA,2020,1,6,11,NA,NA,NA,100,4.60312,5.297178433599999,NA,NA,10,2020-01-06T19:00:00Z
SNA,2020,1,6,12,NA,NA,NA,40,2.30156,2.6485892167999996,NA,NA,10,2020-01-06T20:00:00Z
SNA,2020,1,6,13,NA,NA,NA,80,8.05546,9.2700622588,NA,NA,10,2020-01-06T21:00:00Z
SNA,2020,1,6,14,NA,NA,NA,30,5.7539,6.621473041999999,NA,NA,10,2020-01-06T22:00:00Z
SNA,2020,1,6,15,NA,NA,NA,50,9.20624,10.594356867199998,NA,NA,10,2020-01-06T23:00:00Z
SNA,2020,1,6,16,NA,NA,NA,290,2.30156,2.6485892167999996,NA,NA,10,2020-01-07T00:00:00Z
SNA,2020,1,6,17,NA,NA,NA,0,0,0,NA,NA,10,2020-01-07T01:00:00Z
SNA,2020,1,6,18,NA,NA,NA,120,4.60312,5.297178433599999,NA,NA,10,2020-01-07T02:00:00Z
SNA,2020,1,6,19,NA,NA,NA,0,0,0,NA,NA,10,2020-01-07T03:00:00Z
SNA,2020,1,6,20,NA,NA,NA,0,0,0,NA,NA,10,2020-01-07T04:00:00Z
SNA,2020,1,6,21,NA,NA,NA,230,4.60312,5.297178433599999,NA,NA,10,2020-01-07T05:00:00Z
SNA,2020,1,6,22,NA,NA,NA,60,4.60312,5.297178433599999,NA,NA,10,2020-01-07T06:00:00Z
SNA,2020,1,6,23,NA,NA,NA,50,5.7539,6.621473041999999,NA,NA,10,2020-01-07T07:00:00Z
SNA,2020,1,7,0,NA,NA,NA,20,10.357019999999999,11.918651475599997,NA,NA,10,2020-01-07T08:00:00Z
SNA,2020,1,7,1,NA,NA,NA,20,5.7539,6.621473041999999,NA,NA,10,2020-01-07T09:00:00Z
SNA,2020,1,7,2,NA,NA,NA,30,5.7539,6.621473041999999,NA,NA,10,2020-01-07T10:00:00Z
SNA,2020,1,7,3,NA,NA,NA,0,0,0,NA,NA,10,2020-01-07T11:00:00Z
SNA,2020,1,7,4,NA,NA,NA,0,0,0,NA,NA,10,2020-01-07T12:00:00Z
SNA,2020,1,7,5,NA,NA,NA,0,0,0,NA,NA,10,2020-01-07T13:00:00Z
SNA,2020,1,7,6,NA,NA,NA,30,2.30156,2.6485892167999996,NA,NA,10,2020-01-07T14:00:00Z
SNA,2020,1,7,7,NA,NA,NA,0,0,0,NA,NA,10,2020-01-07T15:00:00Z
SNA,2020,1,7,8,NA,NA,NA,0,0,0,NA,NA,10,2020-01-07T16:00:00Z
SNA,2020,1,7,9,NA,NA,NA,0,0,0,NA,NA,10,2020-01-07T17:00:00Z
SNA,2020,1,7,10,NA,NA,NA,0,0,0,NA,NA,10,2020-01-07T18:00:00Z
SNA,2020,1,7,11,NA,NA,NA,0,0,0,NA,NA,10,2020-01-07T19:00:00Z
SNA,2020,1,7,12,NA,NA,NA,0,0,0,NA,NA,10,2020-01-07T20:00:00Z
SNA,2020,1,7,13,NA,NA,NA,0,0,0,NA,NA,10,2020-01-07T21:00:00Z
SNA,2020,1,7,14,NA,NA,NA,0,0,0,NA,NA,10,2020-01-07T22:00:00Z
SNA,2020,1,7,15,NA,NA,NA,0,0,0,NA,NA,10,2020-01-07T23:00:00Z
SNA,2020,1,7,16,NA,NA,NA,0,0,0,NA,NA,10,2020-01-08T00:00:00Z
SNA,2020,1,7,17,NA,NA,NA,0,0,0,NA,NA,10,2020-01-08T01:00:00Z
SNA,2020,1,7,18,NA,NA,NA,0,0,0,NA,NA,10,2020-01-08T02:00:00Z
SNA,2020,1,7,19,NA,NA,NA,0,0,0,NA,NA,10,2020-01-08T03:00:00Z
SNA,2020,1,7,20,NA,NA,NA,0,0,0,NA,NA,10,2020-01-08T04:00:00Z
SNA,2020,1,7,21,NA,NA,NA,290,2.30156,2.6485892167999996,NA,NA,10,2020-01-08T05:00:00Z
SNA,2020,1,7,22,NA,NA,NA,200,9.20624,10.594356867199998,NA,NA,10,2020-01-08T06:00:00Z
SNA,2020,1,7,23,NA,NA,NA,210,5.7539,6.621473041999999,NA,NA,10,2020-01-08T07:00:00Z
SNA,2020,1,8,0,NA,NA,NA,200,9.20624,10.594356867199998,NA,NA,10,2020-01-08T08:00:00Z
SNA,2020,1,8,1,NA,NA,NA,210,5.7539,6.621473041999999,NA,NA,NA,2020-01-08T09:00:00Z
SNA,2020,1,8,2,NA,NA,NA,150,4.60312,5.297178433599999,NA,NA,10,2020-01-08T10:00:00Z
SNA,2020,1,8,3,NA,NA,NA,120,4.60312,5.297178433599999,NA,NA,10,2020-01-08T11:00:00Z
SNA,2020,1,8,4,NA,NA,NA,180,4.60312,5.297178433599999,NA,NA,10,2020-01-08T12:00:00Z
SNA,2020,1,8,5,NA,NA,NA,190,4.60312,5.297178433599999,NA,NA,10,2020-01-08T13:00:00Z
SNA,2020,1,8,6,NA,NA,NA,0,0,0,NA,NA,10,2020-01-08T14:00:00Z
SNA,2020,1,8,7,NA,NA,NA,0,0,0,NA,NA,10,2020-01-08T15:00:00Z
SNA,2020,1,8,8,NA,NA,NA,0,0,0,NA,NA,10,2020-01-08T16:00:00Z
SNA,2020,1,8,9,NA,NA,NA,290,2.30156,2.6485892167999996,NA,NA,10,2020-01-08T17:00:00Z
SNA,2020,1,8,10,NA,NA,NA,0,0,0,NA,NA,10,2020-01-08T18:00:00Z
SNA,2020,1,8,11,NA,NA,NA,100,8.05546,9.2700622588,NA,NA,10,2020-01-08T19:00:00Z
SNA,2020,1,8,12,NA,NA,NA,80,5.7539,6.621473041999999,NA,NA,10,2020-01-08T20:00:00Z
SNA,2020,1,8,13,NA,NA,NA,320,2.30156,2.6485892167999996,NA,NA,10,2020-01-08T21:00:00Z
SNA,2020,1,8,14,NA,NA,NA,90,2.30156,2.6485892167999996,NA,NA,10,2020-01-08T22:00:00Z
SNA,2020,1,8,15,NA,NA,NA,30,5.7539,6.621473041999999,NA,NA,10,2020-01-08T23:00:00Z
SNA,2020,1,8,16,NA,NA,NA,80,4.60312,5.297178433599999,NA,NA,10,2020-01-09T00:00:00Z
SNA,2020,1,8,17,NA,NA,NA,90,5.7539,6.621473041999999,NA,NA,10,2020-01-09T01:00:00Z
SNA,2020,1,8,18,NA,NA,NA,90,5.7539,6.621473041999999,NA,NA,10,2020-01-09T02:00:00Z
SNA,2020,1,8,19,NA,NA,NA,100,9.20624,10.594356867199998,NA,NA,10,2020-01-09T03:00:00Z
SNA,2020,1,8,20,NA,NA,NA,200,4.60312,5.297178433599999,NA,NA,10,2020-01-09T04:00:00Z
SNA,2020,1,8,21,NA,NA,NA,220,9.20624,10.594356867199998,NA,NA,10,2020-01-09T05:00:00Z
SNA,2020,1,8,22,NA,NA,NA,220,5.7539,6.621473041999999,NA,NA,10,2020-01-09T06:00:00Z
SNA,2020,1,8,23,NA,NA,NA,220,9.20624,10.594356867199998,NA,NA,10,2020-01-09T07:00:00Z
SNA,2020,1,9,0,NA,NA,NA,200,9.20624,10.594356867199998,NA,NA,10,2020-01-09T08:00:00Z
SNA,2020,1,9,1,NA,NA,NA,250,5.7539,6.621473041999999,NA,NA,10,2020-01-09T09:00:00Z
SNA,2020,1,9,2,NA,NA,NA,0,0,0,NA,NA,10,2020-01-09T10:00:00Z
SNA,2020,1,9,3,NA,NA,NA,0,0,0,NA,NA,10,2020-01-09T11:00:00Z
SNA,2020,1,9,4,NA,NA,NA,140,2.30156,2.6485892167999996,NA,NA,10,2020-01-09T12:00:00Z
SNA,2020,1,9,5,NA,NA,NA,130,2.30156,2.6485892167999996,NA,NA,10,2020-01-09T13:00:00Z
SNA,2020,1,9,6,NA,NA,NA,150,5.7539,6.621473041999999,NA,NA,10,2020-01-09T14:00:00Z
SNA,2020,1,9,7,NA,NA,NA,110,5.7539,6.621473041999999,NA,NA,10,2020-01-09T15:00:00Z
SNA,2020,1,9,8,NA,NA,NA,130,5.7539,6.621473041999999,NA,NA,10,2020-01-09T16:00:00Z
SNA,2020,1,9,9,NA,NA,NA,110,4.60312,5.297178433599999,NA,NA,10,2020-01-09T17:00:00Z
SNA,2020,1,9,10,NA,NA,NA,110,4.60312,5.297178433599999,NA,NA,10,2020-01-09T18:00:00Z
SNA,2020,1,9,11,NA,NA,NA,120,5.7539,6.621473041999999,NA,NA,10,2020-01-09T19:00:00Z
SNA,2020,1,9,12,NA,NA,NA,100,5.7539,6.621473041999999,NA,NA,10,2020-01-09T20:00:00Z
SNA,2020,1,9,13,NA,NA,NA,90,5.7539,6.621473041999999,NA,NA,10,2020-01-09T21:00:00Z
SNA,2020,1,9,14,NA,NA,NA,120,5.7539,6.621473041999999,NA,NA,10,2020-01-09T22:00:00Z
SNA,2020,1,9,15,NA,NA,NA,90,8.05546,9.2700622588,NA,NA,10,2020-01-09T23:00:00Z
SNA,2020,1,9,16,NA,NA,NA,80,5.7539,6.621473041999999,NA,NA,10,2020-01-10T00:00:00Z
SNA,2020,1,9,17,NA,NA,NA,130,8.05546,9.2700622588,NA,NA,10,2020-01-10T01:00:00Z
SNA,2020,1,9,18,NA,NA,NA,0,0,0,NA,NA,10,2020-01-10T02:00:00Z
SNA,2020,1,9,19,NA,NA,NA,0,0,0,NA,NA,10,2020-01-10T03:00:00Z
SNA,2020,1,9,20,NA,NA,NA,270,5.7539,6.621473041999999,NA,NA,10,2020-01-10T04:00:00Z
SNA,2020,1,9,21,NA,NA,NA,240,5.7539,6.621473041999999,NA,NA,10,2020-01-10T05:00:00Z
SNA,2020,1,9,22,NA,NA,NA,250,10.357019999999999,11.918651475599997,NA,NA,10,2020-01-10T06:00:00Z
SNA,2020,1,9,23,NA,NA,NA,250,8.05546,9.2700622588,NA,NA,10,2020-01-10T07:00:00Z
SNA,2020,1,10,0,NA,NA,NA,220,5.7539,6.621473041999999,NA,NA,10,2020-01-10T08:00:00Z
SNA,2020,1,10,1,NA,NA,NA,180,5.7539,6.621473041999999,NA,NA,10,2020-01-10T09:00:00Z
SNA,2020,1,10,2,NA,NA,NA,180,2.30156,2.6485892167999996,NA,NA,10,2020-01-10T10:00:00Z
SNA,2020,1,10,3,NA,NA,NA,110,4.60312,5.297178433599999,NA,NA,10,2020-01-10T11:00:00Z
SNA,2020,1,10,4,NA,NA,NA,110,2.30156,2.6485892167999996,NA,NA,10,2020-01-10T12:00:00Z
SNA,2020,1,10,5,NA,NA,NA,200,2.30156,2.6485892167999996,NA,NA,10,2020-01-10T13:00:00Z
SNA,2020,1,10,6,NA,NA,NA,110,2.30156,2.6485892167999996,NA,NA,10,2020-01-10T14:00:00Z
SNA,2020,1,10,7,NA,NA,NA,20,2.30156,2.6485892167999996,NA,NA,10,2020-01-10T15:00:00Z
SNA,2020,1,10,8,NA,NA,NA,0,0,0,NA,NA,10,2020-01-10T16:00:00Z
SNA,2020,1,10,9,NA,NA,NA,0,0,0,NA,NA,10,2020-01-10T17:00:00Z
SNA,2020,1,10,10,NA,NA,NA,0,0,0,NA,NA,10,2020-01-10T18:00:00Z
SNA,2020,1,10,11,NA,NA,NA,50,4.60312,5.297178433599999,NA,NA,10,2020-01-10T19:00:00Z
SNA,2020,1,10,12,NA,NA,NA,0,0,0,NA,NA,10,2020-01-10T20:00:00Z
SNA,2020,1,10,13,NA,NA,NA,30,5.7539,6.621473041999999,NA,NA,10,2020-01-10T21:00:00Z
SNA,2020,1,10,14,NA,NA,NA,30,5.7539,6.621473041999999,NA,NA,10,2020-01-10T22:00:00Z
SNA,2020,1,10,15,NA,NA,NA,20,5.7539,6.621473041999999,NA,NA,10,2020-01-10T23:00:00Z
SNA,2020,1,10,16,NA,NA,NA,50,2.30156,2.6485892167999996,NA,NA,10,2020-01-11T00:00:00Z
SNA,2020,1,10,17,NA,NA,NA,0,0,0,NA,NA,10,2020-01-11T01:00:00Z
SNA,2020,1,10,18,NA,NA,NA,0,0,0,NA,NA,10,2020-01-11T02:00:00Z
SNA,2020,1,10,19,NA,NA,NA,210,4.60312,5.297178433599999,NA,NA,10,2020-01-11T03:00:00Z
SNA,2020,1,10,20,NA,NA,NA,130,2.30156,2.6485892167999996,NA,NA,10,2020-01-11T04:00:00Z
SNA,2020,1,10,21,NA,NA,NA,210,4.60312,5.297178433599999,NA,NA,10,2020-01-11T05:00:00Z
SNA,2020,1,10,22,NA,NA,NA,190,5.7539,6.621473041999999,NA,NA,10,2020-01-11T06:00:00Z
SNA,2020,1,10,23,NA,NA,NA,220,8.05546,9.2700622588,NA,NA,10,2020-01-11T07:00:00Z
SNA,2020,1,11,0,NA,NA,NA,240,4.60312,5.297178433599999,NA,NA,10,2020-01-11T08:00:00Z
SNA,2020,1,11,1,NA,NA,NA,200,4.60312,5.297178433599999,NA,NA,10,2020-01-11T09:00:00Z
SNA,2020,1,11,2,NA,NA,NA,0,0,0,NA,NA,10,2020-01-11T10:00:00Z
SNA,2020,1,11,3,NA,NA,NA,0,0,0,NA,NA,10,2020-01-11T11:00:00Z
SNA,2020,1,11,4,NA,NA,NA,0,0,0,NA,NA,10,2020-01-11T12:00:00Z
SNA,2020,1,11,5,NA,NA,NA,0,0,0,NA,NA,10,2020-01-11T13:00:00Z
